title,author,description,cover_url,goodreads_id,average_rating,ratings_count,review_count,external_url,genres,language,page_count
El caballero de Olmedo,,"Sobre un cantar de gran difusion e intrigante origen que sirve de lugar de encuentro del autor y su publico, amor, muerte y destino son los pilares de la ironia tragica en El caballero de Olmedo. Pocas tramas de Lope son mas limpidas y sencillas y, sin embargo, mas ricas. En la presente edicion el profesor Francisco Rico hace un estudio muy documentado del nucleo literario de la comedia y aporta conclusiones nuevas sobre la genesis e historia de la leyenda del Caballero, situando en esas coordenadas la que muchos consideran la obra maestra del teatro de Lope.",https://images.gr-assets.com/books/1328630011m/65210.jpg,65210,3.52,780,31,https://www.goodreads.com/book/show/65210.El_caballero_de_Olmedo,Poetry,spa,207
Poemas y antipoemas,,"La publicacion en 1954 de ""Poemas y antipoemas"" revoluciono la poesia y la manera de poetizar en todo el mundo hispanohablante. Su exito fue inmediato en todos los sectores. La voz natural del cantor lirico se transformo en la de un antilirico adversario de si mismo. El discurso esta constituido por saltos, exabruptos y reflexiones imprevistas. Surgieron unos poemas nuevos, antipoemas, que se nutrian de lenguaje poetico tradicional, ironizandolo. La labor del preparador de esta edicion ha sido seguida muy de cera por el autor; sin embargo, este ""no respodne de las molestias que puedan ocasionar sus escritos"".",https://images.gr-assets.com/books/1367226062m/821204.jpg,821204,4.3,664,24,https://www.goodreads.com/book/show/821204.Poemas_y_antipoemas,Poetry,spa,119
Todos mis futuros son contigo,,"La experiencia de un hombre que puede ser todos los hombres, un hombre a corazon abierto hablando sobre todo aquello que ama o le desvela.
Todos mis futuros son contigo es una autopsia emocional en toda regla, el diario sorprendido de alguien que tropieza con sus sentimientos y, asombrado, los comprende de inmediato. En ocasiones puede que dudes de si es poesia, prosa poetica o frases lanzadas desde el fondo del corazon. No queda claro. Lo que esta claro es que no te va a quedar ningun sentido intacto tras su lectura.Aqui hay poemas de amor, hay poemas que van desde el apego mas romantico y suicida a otros que aseguran que el amor no es una forma de quemarse, sino un modo de tender puentes entre dos almas para que la felicidad pueda cruzar a pie de un corazon al otro. Tambien hay desamor. Sea como sea, amor o desamor, te veras reflejado en cada linea. Hay poemas que persiguen la justicia social con la misma determinacion con que ciertos gobernantes aplastan a los pueblos, hay caidas, hay desvelos, homenajes, viajes al interior, hombres que no consiguen dar consigo y hombres que se escriben a si mismos las cartas de amor que siempre se negaron. Vida, vida estallando en cada verso.",https://images.gr-assets.com/books/1427404623m/25225217.jpg,25225217,3.87,583,93,https://www.goodreads.com/book/show/25225217-todos-mis-futuros-son-contigo,Poetry,spa,256
Casi sin querer,,"El amor algunas veces es tan complicado como impredecible. Pero al final lo que mas valoramos son los detalles mas simples, los mas bonitos, los que llegan sin avisar. Y a la hora de escribir sobre sentimientos, no hay nada mas limpio que hacerlo desde el corazon. Y eso hace @Defreds en este libro.",https://images.gr-assets.com/books/1444577982m/25527249.jpg,25527249,3.71,493,62,https://www.goodreads.com/book/show/25527249-casi-sin-querer,Poetry,spa,152
Eloísa está debajo de un almendro,,"La obra narra las peripecias de Fernando y su prometida, Mariana, asi como sus respectivas familias que se ven envueltos en el misterio de la desaparicion, anos atras, de Eloisa, una mujer que tenia un sospechoso parecido fisico con Mariana.",https://images.gr-assets.com/books/1378886332m/61497.jpg,61497,3.76,472,18,https://www.goodreads.com/book/show/61497.Elo_sa_est_debajo_de_un_almendro,Poetry,spa,0
Mi chica revolucionaria,,"Amar es transformarse, transformar al otro y con ello al mundo que nos rodea. El amor es una forma de resistencia, un modo de plantar cara a las injusticias, es luchar por un mundo distinto, mejor. Y, en Mi chica revolucionaria, Diego Ojeda lucha contra todo porque esta enamorado desde los dedos meniques de los pies hasta el reves del alma. Diego Ojeda es sentimiento desbordante, es afecto desatado. Y precisamente es ese desajuste entre la utopia del amor que vive en el y la realidad de este pais sumido en crisis y expoliado por sus propios gobernantes, abonado a corruptelas, ese desfase entre su carino sin barreras y esta desdemocracia, esta bancacracia en la que vivimos, lo que da lugar al tono ironico e incendiario de algunos de los versos de este poemario. Las chicas revolucionarias andan sueltas, vuelan sin bragas y llevan en el bolso un libro de poemas.",https://images.gr-assets.com/books/1404824489m/22677980.jpg,22677980,3.76,387,41,https://www.goodreads.com/book/show/22677980-mi-chica-revolucionaria,Poetry,spa,116
La chica de Los Planetas,,"Yo odiaba el cafe y ella lo tomaba a todas horas; ella era zurda y yo diestro; ella era la persona mas especial que habia conocido y yo solo un jodido gilipollas. Sin embargo, La chica de Los Planetas decidio enamorarse de mi. Y desenamorarse despues, o no.
Pero cuando se ha conocido la magia no es facil volver a conformarse con una vida de asfalto y ascensores. Por eso decidi jugarmela y demostrarle que nuestra historia no era una historia de amor comun, que nuestra historia era Literatura.
La chica de Los Planetas es un libro que recopila nuestros momentos, un relato de amor y musica junto con otros muchos relatos que surgieron despues y que, antes de este libro, fueron publicados en mi blog. Tambien recoge una carta inedita del ya famoso Paez y otra de puno y letra de la chica de Los Planetas.
<>.",https://images.gr-assets.com/books/1419247371m/22733645.jpg,22733645,3.28,368,64,https://www.goodreads.com/book/show/22733645-la-chica-de-los-planetas,Poetry,spa,335
Cuarenta y tres maneras de soltarse el pelo,,"La poesia ayuda a darle nombre a esas cosas que existen pero de las que aun no sabemos que estan ahi. Cuarenta y tres maneras de soltarse el pelo es una llamada al desahogo, una puerta abierta a lo que habita dentro del alma de cada uno, un abrazo pausado a uno mismo. Este libro reune cuarenta y tres formas de ser valiente y mirar a la vida a los ojos, con las manos llenas de verdad y con ese amor desnudo y cierto entre los dientes dispuesto a soltarse el pelo y liberarse de las cuerdas que, en ocasiones, llevan nuestro nombre.",https://images.gr-assets.com/books/1412161549m/22385566.jpg,22385566,4.18,364,28,https://www.goodreads.com/book/show/22385566-cuarenta-y-tres-maneras-de-soltarse-el-pelo,Poetry,spa,176
Veinte poemas de amor y una canción desesperada / Los versos del capitán,,"Testimonio de pasiones adolescentes, el primero, y ofrenda a un amor secreto, el segundo, ""Veinte poemas de amor y una cancion desesperada"" (1924) y ""Los versos del capitan"" (1950) son hitos ineludibles de la literatura latinoamericana y de la poesia amorosa en lengua castellana.",https://images.gr-assets.com/books/1299700148m/704224.jpg,704224,4.17,364,26,https://www.goodreads.com/book/show/704224.Veinte_poemas_de_amor_y_una_canci_n_desesperada_Los_versos_del_capit_n,Poetry,spa,160
Herido diario,,"Herido diarioes una vida entera exprimida y colada en un ano con sus cuatro estaciones: la caida del otono y su golpe, la hipotermia del invierno y su abrigo, el deshielo, la ilusion y la alergia de la primavera y el verano y su desapego. Cualquier parecido con la coincidencia es mera realidad.",https://images.gr-assets.com/books/1426539536m/25156057.jpg,25156057,3.81,347,46,https://www.goodreads.com/book/show/25156057-herido-diario,Poetry,spa,128
La extracción de la piedra de la locura y otros poemas,,"Es bien facil comprender las razones del deleite que causa esta obra desde 1968. Para empezar, las razones del titulo, 'Extraccion de la piedra de locura', no se muestran sino incidentalmente. Hay que desenterrarlas, como sucede con otros simbolos custodiados en la misma pieza. Decir que una imagen del Bosco las explica es una afirmacion plausible. Apenas si es necesario anadir que Alejandra hallo un motivo identico en un poema indigena, rescatado por el Instituto de Linguistica de la Facultad de Filosofia bonaerense. En cualquier caso, se trata de rituales complementarios: la piedra encarna en esta o aquella forma, pero de todas las que componen el lapidario es la que siempre transforma la armonia en delirio. En ella, por tanto, el desvario es preponderante, como sucede en cualquier objeto magico cuya eliminacion metaforiza el efecto de un demiurgo sobre el barro de la humanidad. Su extraccion es un metodo sensible que requiere tiempo.
<>(La linea y la sombra, traduccion de Eduardo Paz Leston, Valencia, Pre-Textos, 2003, p. 132). La misma autora recuerda que, no lejos de este trance cosmogonico, Pizarnik tambien desea con desesperacion franquear un punto crucial que nunca podremos superar sin arriesgar la vida. La explicacion nace de una certeza: sin sobrepasar ese punto, la carrera de un poeta --y la de un chaman, anadimos-- no se vuelve verdaderamente viva. Por eso, al final, Baron especifica que <>(Obras completas. Poesia y prosas, prologo de Silvia Baron Supervielle, Buenos Aires, Ediciones Corregidor, 1990, p. 8).",https://images.gr-assets.com/books/1353461220m/599718.jpg,599718,4.29,345,19,https://www.goodreads.com/book/show/599718.La_extracci_n_de_la_piedra_de_la_locura_y_otros_poemas,Poetry,spa,0
Amor y asco,,"Bebi. Y su cuenta de Twitter. Una de las cuentas anonimas mas influyentes de todo el pais. Toda una autentica heroina generacional.
Asomarse al borde de sus acantilados emocionales, supone un acto tan valiente como suicida y de irreverencia social al mismo tiempo. Por ello se, que lo que tengo hoy entre las manos para mi (y seguramente para muchos de vosotros), no es exactamente un libro.
Es otra cosa muy distinta.",https://images.gr-assets.com/books/1478634582m/32928257.jpg,32928257,4.1,342,45,https://www.goodreads.com/book/show/32928257-amor-y-asco,Poetry,spa,232
Otras maneras de usar la boca,,"""Otras maneras de usar la boca"" habla, de una forma contundente y poderosa, de como superar los golpes de la vida: el abuso, el desamor, la perdida y las ideas preconcebidas sobre la feminidad. Siempre impactantes, los versos de Kaur llenan de fortaleza al lector, que siente esas palabras como suyas y la necesidad de transcribirlas y compartirlas.",https://images.gr-assets.com/books/1484823888m/33942463.jpg,33942463,4.23,330,86,https://www.goodreads.com/book/show/33942463-otras-maneras-de-usar-la-boca,Poetry,spa,216
Milagros de Nuestra Señora,,"Los Milagros de Nuestra Senorafueron escritos hacia mediados del siglo XIII. Esta obra se inscribe en una extensa corriente de literatura de milagros marianos que circulaba por toda Europa, tanto en latin como en lenguas romances. Para componer la obra Berceo se inspira en una coleccion de milagros escritos en latin, pero, al hacerlo, su personalidad queda al descubierto en la cuidada reelaboracion de las fuentes y en la atencion que presta al publico al que la obra esta dirigida.",https://images.gr-assets.com/books/1438900436m/1330380.jpg,1330380,3.15,323,14,https://www.goodreads.com/book/show/1330380.Milagros_de_Nuestra_Se_ora,Poetry,spa,304
Mortal y rosa,,"En Mortal y rosa, sobrecogedora y tierna elegia de la infancia, Francisco Umbral evoca la muerte de su hijo. Desde la inhospita revelacion de la perdida, el escritor construye un largo monologo en que la muerte de su hijo actua como la coartada maravillosa que convierte su pesadilla humana en una fuerza catartica y liberadora.",https://images.gr-assets.com/books/1406557053m/102962.jpg,102962,4.36,285,25,https://www.goodreads.com/book/show/102962.Mortal_y_rosa,Poetry,spa,256
El hacedor,,"Caracterizan las paginas de ""El hacedor"" el cruce de generos (relatos, ensayos u poemas) u la diversidad tematica. Homero u Dante alternan con Rosas u Facundo; la fantasia que inventa laberintos ineditos, con la cronica de sucesos aparentemente triviales pero cargados de insospechadas significaciones; el particularismo criollo, con la universalidad historica que abarca tanto la simbologia oriental como la cultura europea. ""De cuantos libros he entregado a la imprenta - escribio el propio Jorge Luis Borges - ninguno, creo, es tan personal como esta colectiva u desordenada ""silva de varia leccion"".",https://images.gr-assets.com/books/1450012008m/929582.jpg,929582,4.21,285,16,https://www.goodreads.com/book/show/929582.El_hacedor,Poetry,spa,134
Te odio como nunca quise a nadie,,"Por mucho que insistamos en negarlo
no vamos a querernos como antes,
finjamos que sabemos comportarnos,
dejemos la partida en un empate.
Dejemos el telefono apagado
las noches que pensemos en rendirnos,
llamarnos es pisar el suelo falso
que va desde el amor hasta el sadismo.
No somos la pareja de las fotos,
vivir no es malvivir con anestesia,
no quieras conformarte con despojos,
Madrid no es la provincia de Venecia",https://images.gr-assets.com/books/1396735290m/21851243.jpg,21851243,3.81,265,16,https://www.goodreads.com/book/show/21851243-te-odio-como-nunca-quise-a-nadie,Poetry,spa,120
Baghavad Gita,,"The most important, the most influential, and the most luminous of all the Hindu scriptures."" --R.C. ZAEHNER Vivid literature, lofty philosophy -- the Bhagavad Gita distills the finest in India's vast and varied culture. * On the morning of battle, facing Armageddon, prince Arjuna loses his nerve and refuses to fight. Krishna knows better: ""Your very nature will drive you to fight. Your only choice is what to fight against."" His advice gives an inspiring model of the man or woman of action -- the person who aims at goodness in a world of conflict and change. * In this translation, the Gita stands out as a book of choices--direct, practical, universal. The introduction sketches the background of the poem and gives clear, contemporary explanations of the basic ideas of Indian philosophy, karma, reincarnation, yoga, freedom. Separate chapter introductions outline the drama as it unfolds. ""The translation . . . is smooth, eloquent, and reliable . . . (1)would unhesitatingly recommend Easwaran to someone searching for the spirituality of the Gita."" --CHOICE * Eknath Easwaran, writer, Fulbright scholar, and former professor of English literature, is at home in both English and Sanskrit. He brings to this translation 25 years' experience of teaching the Gita to an American audience.
Excerpt:
The ""Bhagavad Gita"" sometimes called ""The Lord's Lay,"" or the ""Message of the Master,"" is an episode of the great Hindu epic, the Mahabharata, in the Sixth (or ""Bhishma"") Parva. It enjoys the highest esteem among the Hindu people, and is constantly quoted there as a great authority regarding doctrine. Its philosophy embodies the prevailing Hindu beliefs, as expounded by the Brahmans, and in its teachings it subtly blends into a harmonious whole the varying points of doctrine of Patanjali, Kapila and of the Vedas. It is supposed to have been written by Vyasa whose personality is veiled in doubt for of the time of his existence in the world no record seems to have been kept.
To the reade",https://images.gr-assets.com/books/1415764190m/3479389.jpg,3479389,4.1,263,14,https://www.goodreads.com/book/show/3479389-baghavad-gita,Poetry,spa,0
Diarios,,"Desde que se suicidara en 1972, Alejandra Pizarnik ha ido adquiriendo poco a poco naturaleza de mito y perfil de leyenda. Autora deculto, venerada por varias generaciones de lectores, Pizarnik se cuenta ya entre las escritoras latinoamericanas mas importantes del siglo XX. Su poesia -integramente publicada por Lumen- ha cosechado numerosos adeptos incondicionales, ha creado escuela y la ha hecho mundialmente famosa. Ahora llegan por fin sus diarios,A esperadisimos y totalmente ineditos,A la obra de toda su vida, el laboratorio de su obra poetica y ensayistica, el testimonio estremecedor de su atormentada vida, la cronica de ese descenso al infierno de las palabras y de la existencia que fue su biografia. Ana Becciu, maxima especialista en la obra de la poeta argentina, ha llevado a cabo una seleccion de los diarios originales -un manuscrito monumental- a fin de publicar lo mas esencial del pensamiento literario de la autora, de sus reflexiones acerca del amor yla muerte, de los resultados de su autoanalisis. En definitiva, estos Diarios constituyen una fascinante autobiografia, sin duda uno de los textos memorialisticos mas importantes del pasado siglo.",https://images.gr-assets.com/books/1277412601m/599721.jpg,599721,4.52,259,25,https://www.goodreads.com/book/show/599721.Diarios,Poetry,spa,0
Poesía amorosa,,,https://images.gr-assets.com/books/1299422868m/6759594.jpg,6759594,4.42,255,14,https://www.goodreads.com/book/show/6759594-poes-a-amorosa,Poetry,spa,142
Poema del Cante  Jondo / Romancero Gitano,,,https://images.gr-assets.com/books/1328759616m/237815.jpg,237815,4.06,248,8,https://www.goodreads.com/book/show/237815.Poema_del_Cante_Jondo_Romancero_Gitano,Poetry,spa,0
Música de cañerías,,"With his characteristic raw and minimalist style, Charles Bukowski takes us on a walk through his side of town in Hot Water Music. He gives us little vignettes of depravity and lasciviousness, bite sized pieces of what is both beautiful and grotesque.
The stories in Hot Water Musicdash around the worst parts of town - a motel room stinking of sick, a decrepit apartment housing a perpetually arguing couple, a bar tended by a skeleton - and depict the darkest parts of human existence. Bukowski talks simply and profoundly about the underbelly of the working class without raising judgement.
In the way he writes about sex, relationships, writing, and inebriation, Bukowski sets the bar for irreverent art - his work inhabits the basest part of the mind and the most extreme absurdity of the everyday.",https://images.gr-assets.com/books/1334191711m/220701.jpg,220701,3.93,241,13,https://www.goodreads.com/book/show/220701.M_sica_de_ca_er_as,Poetry,spa,232
Cuando abras el paracaídas,,"Fidelidad.
Conoci el amor el dia en el que me miraste a los ojos. Dentro de ellos encontre todas las respuestas que me faltaron durante tanto tiempo. Tuve la sensacion de que esa mirada nunca me mentiria. Apareces siempre en el momento exacto para hacerme sentir que ahi sigues. Que pase lo que pase, ahi estaras. Que me quieres con toda tu alma.
Me encanta la sensacion de levantarme y acostarme de la misma manera: Tranquilo.
Y con las mismas ganas de besarte.",https://images.gr-assets.com/books/1464266114m/30294831.jpg,30294831,3.96,238,30,https://www.goodreads.com/book/show/30294831-cuando-abras-el-paraca-das,Poetry,spa,176
El sexo de la risa,,"Imagina una carcajada diez segundos antes de llorar. Un abrazo por la espalda cuando no quieres volver a casa. Una mano que aparece al cruzar el pasillo a oscuras. Un aterrizaje sobre otro aterrizaje.
Imagina un pajaro en mano abierta. Y ciento sabiendo a donde vuelan.
Imagina no tener que haber muerto para contar que has vivido. Un jardin lleno de flores como metafora de un cementerio. Lolita excitando a Penelope. Rapunzel tirando la trenza al vacio tras cortarsela.
Imagina redefinir el orgasmo
y suplicar que no paren
hasta que te rias.",https://images.gr-assets.com/books/1388347026m/19571725.jpg,19571725,3.84,231,11,https://www.goodreads.com/book/show/19571725-el-sexo-de-la-risa,Poetry,spa,234
¿Águila o Sol?,,"The first major book of short prose poetry in Spanish, Eagle Or Sun? Exerted an enormous influence on modern Latin American writing. Written in 1949-50 by Nobel Laureate Octavio Paz, Eagle Or Sun? has as its mythopoeic 'place' Mexico.
En ?Aguila o Sol? El autor nos entrega su intensa y vivida interpretacion del amor y la belleza, la alegria y la tristeza, el perdon y la reconciliacion, el encuentro y la despedida, escrita con translucida prosa poetica y perfeccion descriptiva.
El libro esta integrado por narraciones breves y profundas con un toque de sensualidad y erotisimo, estilo propio de Octavio Paz, como se puede apreciar en, Mi vida con la ola, donde describe su encuentro con una bella ola, esbelta y ligera , quien se niega a ser abandonada, viajando juntos en el tren que los llevaria a su hogar. Para evitar que los descubra el conductor, vierte a la ola en el deposito de agua para los pasajeros, salvandola de varios incidentes. Al ser descubiertos, la ola fue vertida sobre el tren evaporandose y volviendose a integrar rapidamente, para ir a esperarlo en el lugar de su cita inicial.",https://images.gr-assets.com/books/1342016658m/1292874.jpg,1292874,4.19,227,9,https://www.goodreads.com/book/show/1292874._guila_o_Sol_,Poetry,spa,132
Rincón de haikus,,,https://images.gr-assets.com/books/1328885940m/4525853.jpg,4525853,3.68,220,23,https://www.goodreads.com/book/show/4525853-rinc-n-de-haikus,Poetry,spa,239
Poesías castellanas completas,,,https://images.gr-assets.com/books/1316883160m/65152.jpg,65152,4.03,219,11,https://www.goodreads.com/book/show/65152.Poes_as_castellanas_completas,Poetry,spa,208
Hijo de Satanás,,,https://images.gr-assets.com/books/1331075914m/500684.jpg,500684,3.96,217,25,https://www.goodreads.com/book/show/500684.Hijo_de_Satan_s,Poetry,spa,199
Ya nadie baila,,"Ya nadie bailareune trece poemas de Elvira Sastre pertenecientes a un libro inedito en el que trabaja, junto a los mejores poemas de sus dos anteriores publicaciones: 43 maneras de soltarse el peloy Baluarte(Coleccion Valparaiso num. 33).
""Elvira Sastre es una poeta de su tiempo que ha encontrado una voz con la que poder comunicarse con los otros. Y es precisamente en la existencia del otro, en la posibilidad de conmover, donde se encuentra el sentido verdadero de su poesia. En los poemas hasta ahora ineditos de esta antologia puede apreciarse algo con nitidez: la poesia de Elvira Sastre esta creciendo, esta asumiendo que nace para perdurar, que no solo sirve para transmitir, sino tambien para guardar. ""La vida es para quien se conforma. / La poesia, / para quien suena y desea..."".
Fernando Valverde",https://images.gr-assets.com/books/1450435521m/28237669.jpg,28237669,4.41,216,35,https://www.goodreads.com/book/show/28237669-ya-nadie-baila,Poetry,spa,112
La soledad de un cuerpo acostumbrado a la herida,,"A la vez clasica y contemporanea, romantica y analitica, suave y rebelde, diafana y misteriosa, Elvira Sastre (Segovia, 1992) es la poeta que desde hace mucho tiempo estaba pidiendo a gritos la literatura espanola. La emocion parecida a una descarga electrica que transmiten sus versos; el modo en que son capaces de expresar la lucha entre cuatro paredes del amor y el deseo de independencia o su punteria increible para el aforismo cegador y la parabola aleccionadora, son nada mas que algunos de los ases en la manga que guarda esta obra, que tambien puede usarse como espejo e isla, dos palabras que no son por casualidad las que mas se repiten en sus paginas: si quieres saber quien eres, abre este libro; y si quieres olvidarlo, tambien.",https://images.gr-assets.com/books/1481739809m/33387358.jpg,33387358,4.07,215,26,https://www.goodreads.com/book/show/33387358-la-soledad-de-un-cuerpo-acostumbrado-a-la-herida,Poetry,spa,72
Árbol de Diana,,"Prologado por Octavio Paz, esta obra supuso el reconocimiento definitivo de la autora por parte de la critica. Los poemas son mayoritariamente cortos, todos en verso libre, plagados de contradicciones y sugerencias a veces increibles por su lucidez. La soledad de la conciencia, del ser humano, se afronta sin contemplaciones y sin renuncias. La gente habla para no verse, evita cuestionarse a si misma para no caer en la desolacion. El lenguaje puede ser una trampa, hay que conocerlo bien para lograr intuir una via de comunicacion entre nosotros. Y a eso se dedica Alejandra, a desenmascarar las palabras y darles un sentido verdadero para ella, una traduccion exacta de lo que piensa y de lo que siente.",https://images.gr-assets.com/books/1343735887m/15779049.jpg,15779049,4.35,183,14,https://www.goodreads.com/book/show/15779049-rbol-de-diana,Poetry,spa,41
Ciento volando de catorce,,"""El mundo de Joaquin es real y matizado porque surge de la melancolia para desembocar en los impulsos ironicos. El vitalismo de sus consignas procura darle la vuelta a los relojes y a las palabras. Cuando camina, lo mismo que cuando baila, no hace otra cosa que sonar con los pies, perseguir en los horizontes de la lentitud un argumento seductor para la defender la prisa. Y Joaquin resulta convincente porque su mundo personal es fruto de una experiencia colectiva, recuerdo de unos anos en los que habia que correr para escapar de la mediocridad, la sopa triste, la moral de las mesas de camilla y los argumentos asumidos a golpe secreto de renuncias personales."" LUIS GARCIA MONTERO",https://images.gr-assets.com/books/1291651554m/63251.jpg,63251,3.46,182,15,https://www.goodreads.com/book/show/63251.Ciento_volando_de_catorce,Poetry,spa,142
Las flores del mal,,"No se si Charles Baudelaire es el mas conocido de los poetas modernos pero estoy convencido de que Las Flores del mal si es mas difundo de los libros de poemas, y cuando menos en Occidentes. Aunque poco celebrado en el momento de su publicacion en 1857, desde la muerte de su autor su impacto fue creciendo, dominando a traves de los simbolista el fin de siglo pasado y erigiendose como luego, con el surrealismo, en una piedra angular del edificio moderno.
[...] La modernidad para Baudelaire implica poner de relieve las contradicciones, a menudo violentas, de la vida moderna. En esta perspectiva, Las flores del mal representa un arco de imagenes maravillosamente tenso. Y la flecha, una vez disparada, vuela directamente al corazon de la conciencia moderna haciendo estallar sus multiples hipocresias.
Rafael Argullol",https://images.gr-assets.com/books/1490337195m/15707350.jpg,15707350,4.26,172,5,https://www.goodreads.com/book/show/15707350-las-flores-del-mal,Poetry,spa,253
El olvido está lleno de memoria,,"Mario Benedetti, uno de los escritores mas leidos de las letras hispanicas, ha sido traducido a veinticinco idiomas. 'La poesia de Benedetti es una critica de la sociedad y de la vida impartida segun dos espacios tematicos, el amor como programacion solidaria de la existencia y la historia como experiencia moral'.J. M. Caballero Bonald. La poesia de M. Benedetti esta recogida en esta coleccion en Inventario, Poesia 1950 - 1985 e Inventario Dos, Poesia 1986 - 1991",https://images.gr-assets.com/books/1317155239m/261867.jpg,261867,4.05,172,10,https://www.goodreads.com/book/show/261867.El_olvido_est_lleno_de_memoria,Poetry,spa,0
El libro de Gloria Fuertes,,"Al fin en un mismo libro la vida y la obra de una poeta genial que vio su carrera ensombrecida primero por su genero, despues por su clase social y finalmente por su fama.
Edicion y textos de Jorge de Cascante.
El libro sobre la verdadera Gloria Fuertes:
- 448 paginas a todo color.
- Mas de 300 poemas, varios ineditos.
- 80 fotos nunca vistas.
- 12 dibujos hechos por Gloria.
- La biografia glorista mas completa hasta la fecha.
- 25 anecdotas sobre su vida repartidas por todo el libro, contando encuentros y desencuentros de la poeta (!nada de poetisa!).
- Recortes de prensa.
- Paginas de sus cuadernos de notas.
- Flyers e invitaciones a sus lecturas (!nada de recitales!).
- Objetos preciados --y preciosos-- encontrados en su casa de Madrid.
- Un comic de 16 paginas, obra de Carmen Segovia, que narra una escena de su epoca como profesora universitaria en Estados Unidos.",https://images.gr-assets.com/books/1488220906m/34408608.jpg,34408608,4.7,170,43,https://www.goodreads.com/book/show/34408608-el-libro-de-gloria-fuertes,Poetry,spa,448
Cartas a ninguna parte,,"Como todo lo que escribe en su blog Cartasaningunaparte, las poesias de Ane Santiago, son genuinas reflexiones sobre la vida cotidiana, sobre la transicion a la edad adulta y los sentimientos que, sin quererlo, a todos se nos agolpan entre el corazon y la cabeza. Sus palabras son de una honestidad brutal y tratan del amor, el desamor y la busqueda de un lugar propio en el mundo.",https://images.gr-assets.com/books/1459589779m/29759929.jpg,29759929,4.3,169,35,https://www.goodreads.com/book/show/29759929-cartas-a-ninguna-parte,Poetry,spa,128
Los Sueños,,"Tras haberse ejercitado en el modelo estructural de la picaresca de El Buscon, el mensaje de Quevedo, cada vez mas angustiado, se encauza en el genero de las visiones, de ascendencia tanto clasica como cristianomedieval. Con una satira cruel, repasa el universo de los vicios y pone de manifiesto su pesimismo radical sin solucion aparente.",https://images.gr-assets.com/books/1263277050m/69797.jpg,69797,3.84,168,5,https://www.goodreads.com/book/show/69797.Los_Sue_os,Poetry,spa,0
Recogiendo Poemas,,,https://images.gr-assets.com/books/1297373333m/143086.jpg,143086,4.55,164,7,https://www.goodreads.com/book/show/143086.Recogiendo_Poemas,Poetry,spa,77
La universidad desconocida,,"<>Asi, proyecto reunir, hacia mediados de los anos ochenta, buena parte de la poesia que habia escrito desde su llegada a Espana, en 1977. El tiempo paso, el proyecto fue creciendo y, en 1993, temeroso de su salud, Bolano ordeno y fijo el material acumulado, dando lugar a un grueso volumen mecanoscrito -el que sigue esta edicion, con algunos agregados- que desde entonces quedo listo para ser publicado. Bolano, sin embargo, lo retuvo consigo hasta su muerte, refiriendose a el, en mas de una ocasion, como una suerte de testamento literario, autentica summa de su poesia durante los anos decisivos de su formacion literaria, cosa que sin duda viene a ser, por mucho que en los anos sucesivos se dieran a conocer algunas de sus partes. En el se forja su voz tanto de narrador como de poeta, en el bien entendido de que fue siempre como poeta como se vio a si mismo Bolano, que -como se hace aqui patente- transita indiferente del verso a la prosa poetica, y de esta al poema narrativo.",https://images.gr-assets.com/books/1375669414m/625299.jpg,625299,4.14,160,17,https://www.goodreads.com/book/show/625299.La_universidad_desconocida,Poetry,spa,472
Grecia,,"Esta la tipica histeria de la nina que levanto los muros de un laberinto, senalizando la salida, para hacerte saber que conocer la cura no te hara eludir la enfermedad. La misma que convirtio miedo en Oscuridad, culpa en Penitencia y perdida en Grecia.
La que recorre estaciones senalando a los que nunca llegan, la de la tiza en la escena del crimen, el quinto cuchillo que falta en la cocina, el cuarto peldano roto, la tercera persona, el segundo premio y la primera palmada en la espalda al morir.
Grecia es todo lo que te queda cuando no te queda nada.
Deja la mente en gris, cubrela del polvo que levantaron las cenizas cuando bajaste la guardia en blanco y escuchaste los primeros disparos. No hablaras bien de una perdida. No hablaras bien de lo que fue y ya no es tuyo. No hablaras bien de lo que en cualquier momento, preso de la libertad otorgada por tus manos, caera en las de otro.
No alabaras tu trofeo entre los sucios logros de los mediocres.
Por eso has llegado hasta aqui, puedes salir cuando quieras: pero entraras cuando ella lo diga.",https://images.gr-assets.com/books/1412790835m/23344174.jpg,23344174,3.87,153,11,https://www.goodreads.com/book/show/23344174-grecia,Poetry,spa,306
TErminAMOs y otros poemas sin terminar,,"Recopilacion de nuevos poemas, textos en prosa y pensamientos del autor
Un sabio dijo una vez: <>. Realmente no se si alguien dijo esta cita o me la acabo de inventar pero deberian de haberla escrito porque el poder hipnotico que ejercen esa mujer de rojo y esa dama blanca sobre el ser humano es digna de estudio. Todo final implica un principio y viceversa, como el ciclo de la noche y el dia, como las fases de la luna desde la nueva hasta la llena pasando por su sequia. Nosotros solo somos bolsas de agua con corazones, cerebros, piernas y entelequias por lo que es normal que la luna nos afecte como afecta a las mareas. Las relaciones tienen complejo de luna; salen, se ponen, se vacian y se ocultan pero no por ello dejan de intentarlo. Hay libros que cambian la vida, otros que ayudan a entenderla?Espero que este sea de los segundos.",https://images.gr-assets.com/books/1460220128m/29863352.jpg,29863352,3.72,153,14,https://www.goodreads.com/book/show/29863352-terminamos-y-otros-poemas-sin-terminar,Poetry,spa,112
